1911.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,
438.663816,298.039258,298.000011,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,
298.131700,298.039273,298.000022,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,
298.038965,298.039262,298.000033,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,
298.038954,298.039251,298.000044,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,
298.038943,298.039240,298.000055,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,
298.038932,298.039229,298.000066,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,
298.038921,298.039218,298.000077,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,
298.038910,298.039207,298.000087,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,
298.038899,298.039196,298.000098,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,
298.038888,298.039184,298.000109,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,
